1,1024,1024,0.0130019
2,1024,1024,0.0362
3,1024,1024,0.029783
4,1024,1024,0.498336
1,2048,1024,0.0496922
2,2048,1024,0.0638878
3,2048,1024,0.0675669
4,2048,1024,0.492192
1,4096,1024,0.432366
2,4096,1024,0.371713
3,4096,1024,0.375201
4,4096,1024,1.81324
1,8192,1024,4.2945
2,8192,1024,3.14988
3,8192,1024,2.96555
4,8192,1024,7.4602
1,16384,1024,109.631
2,16384,1024,96.436
3,16384,1024,89.0027
1,1024,256,0.02898
2,1024,256,0.0362449
3,1024,256,0.0332689
4,1024,256,0.112718
1,2048,256,0.216388
2,2048,256,0.173578
3,2048,256,0.168483
4,2048,256,0.436841
1,4096,256,2.06594
2,4096,256,1.36792
3,4096,256,1.36584
4,4096,256,2.38945
1,8192,256,54.6383
2,8192,256,41.9494
3,8192,256,43.8219
4,8192,256,47.0437
1,16384,256,550.896
2,16384,256,435.174
3,16384,256,435.611
