1,1024,64,0.107696
2,1024,64,0.084964
3,1024,64,0.084321
4,1024,64,0.148118
1,1024,64,0.104578
2,1024,64,0.0817521
3,1024,64,0.08757
4,1024,64,0.157449
1,2048,64,0.992235
1,2048,64,0.897205
2,2048,64,0.656212
2,2048,64,0.666777
3,2048,64,0.705915
3,2048,64,0.558589
4,2048,64,0.873028
1,1024,64,0.10454
2,1024,64,0.0804312
3,1024,64,0.084379
4,1024,64,0.14951
4,2048,64,0.766563
1,2048,64,0.898756
2,2048,64,0.653386
3,2048,64,0.663545
4,2048,64,0.882725
1,4096,64,27.2667
1,4096,64,27.2407
1,4096,64,26.9588
2,4096,64,20.7888
2,4096,64,20.0408
2,4096,64,20.0251
3,4096,64,21.6466
3,4096,64,21.2556
4,4096,64,22.3909
4,4096,64,21.6385
